seq_len,time_since_start,seq_idx,time_since_last_event,type_event,dim_process
36,"[0.         0.30611111 0.32972222 0.42305556 1.21138889 1.2225
 1.60555556 1.70583333 1.75111111 1.94194444 2.45138889 2.775
 4.575      4.97722222 5.03305556 5.21194444 5.23388889 5.32444444
 5.53805556 5.70305556 5.73222222 6.03472222 6.08083333 6.33527778
 6.35833333 6.69972222 6.73444444 6.76305556 7.05111111 7.14333333
 7.25416667 7.33611111 7.74277778 8.23333333 8.81055556 9.16138889]",51,"[0.         0.30611111 0.02361111 0.09333333 0.78833333 0.01111111
 0.38305556 0.10027778 0.04527778 0.19083333 0.50944444 0.32361111
 1.8        0.40222222 0.05583333 0.17888889 0.02194444 0.09055556
 0.21361111 0.165      0.02916667 0.3025     0.04611111 0.25444444
 0.02305556 0.34138889 0.03472222 0.02861111 0.28805556 0.09222222
 0.11083333 0.08194444 0.40666667 0.49055556 0.57722222 0.35083333]",[5 3 8 3 7 2 8 3 8 3 5 0 5 1 6 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 8 1],10
38,"[0.         0.05194444 0.06972222 0.25805556 0.37805556 0.44527778
 0.78416667 0.92805556 1.59555556 1.81666667 2.37194444 2.46916667
 2.50111111 2.74388889 2.80583333 2.98333333 3.07944444 3.21888889
 3.27972222 3.3575     3.40722222 3.53944444 3.65277778 3.85055556
 4.01388889 4.15111111 4.17222222 4.27555556 4.36638889 4.45194444
 4.51527778 5.0275     6.92194444 7.67194444 7.76388889 7.90083333
 7.98472222 8.24694444]",52,"[0.         0.05194444 0.01777778 0.18833333 0.12       0.06722222
 0.33888889 0.14388889 0.6675     0.22111111 0.55527778 0.09722222
 0.03194444 0.24277778 0.06194444 0.1775     0.09611111 0.13944444
 0.06083333 0.07777778 0.04972222 0.13222222 0.11333333 0.19777778
 0.16333333 0.13722222 0.02111111 0.10333333 0.09083333 0.08555556
 0.06333333 0.51222222 1.89444444 0.75       0.09194444 0.13694444
 0.08388889 0.26222222]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 3 8 3 8
 3]",10
36,"[0.         0.14555556 0.21055556 0.64527778 0.70138889 0.85888889
 0.87305556 1.06277778 1.09166667 1.68111111 2.97638889 3.44111111
 3.51916667 3.58388889 3.69388889 4.03277778 4.57305556 4.78611111
 4.81611111 5.07972222 5.10444444 5.32805556 5.93416667 6.02583333
 6.04416667 6.23833333 6.31972222 6.52       6.55       6.65194444
 6.68472222 6.80611111 6.89027778 6.96777778 7.16833333 7.68527778]",53,"[0.         0.14555556 0.065      0.43472222 0.05611111 0.1575
 0.01416667 0.18972222 0.02888889 0.58944444 1.29527778 0.46472222
 0.07805556 0.06472222 0.11       0.33888889 0.54027778 0.21305556
 0.03       0.26361111 0.02472222 0.22361111 0.60611111 0.09166667
 0.01833333 0.19416667 0.08138889 0.20027778 0.03       0.10194444
 0.03277778 0.12138889 0.08416667 0.0775     0.20055556 0.51694444]",[8 3 8 3 8 3 8 3 8 0 5 3 8 3 8 1 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1],10
38,"[0.         0.33777778 0.35888889 1.04888889 1.08111111 1.19833333
 1.22111111 1.26083333 1.27888889 1.42833333 1.45388889 1.57722222
 1.62805556 2.06444444 3.80583333 4.03833333 4.1175     4.39333333
 4.44083333 4.69138889 4.79027778 5.04666667 5.455      5.5425
 6.53666667 6.72055556 6.86583333 7.005      7.19833333 7.50916667
 7.60361111 7.70888889 7.77944444 8.14722222 8.28305556 8.46305556
 8.47666667 8.6025    ]",54,"[0.         0.33777778 0.02111111 0.69       0.03222222 0.11722222
 0.02277778 0.03972222 0.01805556 0.14944444 0.02555556 0.12333333
 0.05083333 0.43638889 1.74138889 0.2325     0.07916667 0.27583333
 0.0475     0.25055556 0.09888889 0.25638889 0.40833333 0.0875
 0.99416667 0.18388889 0.14527778 0.13916667 0.19333333 0.31083333
 0.09444444 0.10527778 0.07055556 0.36777778 0.13583333 0.18
 0.01361111 0.12583333]","[5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
38,"[ 0.          0.14472222  0.27055556  0.33777778  0.52111111  0.68944444
  0.71138889  0.88777778  1.30805556  1.67305556  2.005       2.35666667
  4.9         5.0425      5.22277778  5.48388889  6.76305556  6.95583333
  6.98194444  7.04944444  7.08527778  7.1925      7.21888889  7.50416667
  7.54833333  7.76472222  7.98166667  8.05611111  8.10805556  8.16083333
  8.37638889  8.62055556  8.71083333  8.88194444  9.11805556  9.56833333
 10.70111111 10.97694444]",55,"[0.         0.14472222 0.12583333 0.06722222 0.18333333 0.16833333
 0.02194444 0.17638889 0.42027778 0.365      0.33194444 0.35166667
 2.54333333 0.1425     0.18027778 0.26111111 1.27916667 0.19277778
 0.02611111 0.0675     0.03583333 0.10722222 0.02638889 0.28527778
 0.04416667 0.21638889 0.21694444 0.07444444 0.05194444 0.05277778
 0.21555556 0.24416667 0.09027778 0.17111111 0.23611111 0.45027778
 1.13277778 0.27583333]","[8 3 8 3 8 3 8 3 8 1 8 1 8 3 8 0 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 1]",10
38,"[0.         0.19972222 0.28388889 0.35888889 0.48055556 0.785
 1.03111111 1.19416667 1.37888889 1.47444444 1.62416667 2.26027778
 3.05694444 3.93694444 4.1275     4.25888889 4.42777778 4.74277778
 4.78527778 4.96555556 5.02166667 5.21277778 5.31666667 5.71583333
 6.56277778 7.14361111 7.69944444 7.81972222 7.89194444 8.0575
 8.09833333 8.28888889 8.36777778 8.52333333 8.71944444 8.8
 8.81972222 9.00694444]",56,"[0.         0.19972222 0.08416667 0.075      0.12166667 0.30444444
 0.24611111 0.16305556 0.18472222 0.09555556 0.14972222 0.63611111
 0.79666667 0.88       0.19055556 0.13138889 0.16888889 0.315
 0.0425     0.18027778 0.05611111 0.19111111 0.10388889 0.39916667
 0.84694444 0.58083333 0.55583333 0.12027778 0.07222222 0.16555556
 0.04083333 0.19055556 0.07888889 0.15555556 0.19611111 0.08055556
 0.01972222 0.18722222]","[8 3 8 3 8 0 8 3 8 3 8 0 5 3 8 3 8 3 8 3 8 0 5 0 5 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
36,"[0.         0.86861111 0.91611111 1.18833333 1.22277778 1.3875
 1.39944444 1.60472222 1.61305556 1.75555556 1.89888889 2.13805556
 2.22833333 2.38416667 2.465      2.60666667 2.62638889 2.68638889
 2.80527778 2.98333333 3.01444444 3.09666667 3.10694444 3.23055556
 3.26277778 3.51722222 3.53694444 3.57722222 3.59833333 3.73972222
 3.955      4.18722222 4.35777778 4.51722222 4.53722222 4.63361111]",57,"[0.         0.86861111 0.0475     0.27222222 0.03444444 0.16472222
 0.01194444 0.20527778 0.00833333 0.1425     0.14333333 0.23916667
 0.09027778 0.15583333 0.08083333 0.14166667 0.01972222 0.06
 0.11888889 0.17805556 0.03111111 0.08222222 0.01027778 0.12361111
 0.03222222 0.25444444 0.01972222 0.04027778 0.02111111 0.14138889
 0.21527778 0.23222222 0.17055556 0.15944444 0.02       0.09638889]",[5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
38,"[0.         0.02888889 0.34138889 0.46333333 0.55444444 0.91388889
 1.99861111 2.05222222 2.20833333 2.25305556 2.27       2.36472222
 2.48888889 2.57222222 2.64361111 2.66833333 2.6775     3.02
 3.05805556 3.11972222 3.41       3.72444444 4.40833333 4.57888889
 5.00722222 5.12055556 5.48805556 5.64083333 5.65916667 5.76722222
 5.92555556 6.02416667 6.25777778 6.35888889 6.41361111 6.47027778
 6.51944444 6.61333333]",58,"[0.         0.02888889 0.3125     0.12194444 0.09111111 0.35944444
 1.08472222 0.05361111 0.15611111 0.04472222 0.01694444 0.09472222
 0.12416667 0.08333333 0.07138889 0.02472222 0.00916667 0.3425
 0.03805556 0.06166667 0.29027778 0.31444444 0.68388889 0.17055556
 0.42833333 0.11333333 0.3675     0.15277778 0.01833333 0.10805556
 0.15833333 0.09861111 0.23361111 0.10111111 0.05472222 0.05666667
 0.04916667 0.09388889]","[8 3 8 3 8 0 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
36,"[0.         0.19527778 0.27972222 0.39722222 0.53694444 0.7525
 0.81916667 1.08111111 1.12722222 1.50916667 1.85277778 2.07166667
 2.32166667 3.00555556 3.70916667 3.98222222 4.25583333 4.60916667
 6.16416667 6.30805556 6.51861111 6.715      6.76111111 6.83861111
 6.85444444 7.33361111 7.40583333 7.56027778 7.62916667 7.6825
 7.71861111 8.00222222 8.09472222 8.32555556 8.33944444 8.38305556]",59,"[0.         0.19527778 0.08444444 0.1175     0.13972222 0.21555556
 0.06666667 0.26194444 0.04611111 0.38194444 0.34361111 0.21888889
 0.25       0.68388889 0.70361111 0.27305556 0.27361111 0.35333333
 1.555      0.14388889 0.21055556 0.19638889 0.04611111 0.0775
 0.01583333 0.47916667 0.07222222 0.15444444 0.06888889 0.05333333
 0.03611111 0.28361111 0.0925     0.23083333 0.01388889 0.04361111]",[8 3 8 3 8 3 8 3 8 3 8 3 8 0 8 0 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
36,"[0.         0.59277778 0.94666667 1.12777778 1.31722222 1.45472222
 1.46555556 1.75611111 1.80916667 2.29388889 2.41277778 2.60194444
 2.62333333 3.07388889 3.57611111 3.70555556 3.78888889 4.06861111
 4.19027778 4.33583333 4.36777778 4.45972222 4.48666667 4.61388889
 4.72916667 4.91361111 5.38166667 5.55777778 5.60944444 5.8525
 5.97805556 6.34361111 7.04861111 7.29361111 7.5375     7.67416667]",60,"[0.         0.59277778 0.35388889 0.18111111 0.18944444 0.1375
 0.01083333 0.29055556 0.05305556 0.48472222 0.11888889 0.18916667
 0.02138889 0.45055556 0.50222222 0.12944444 0.08333333 0.27972222
 0.12166667 0.14555556 0.03194444 0.09194444 0.02694444 0.12722222
 0.11527778 0.18444444 0.46805556 0.17611111 0.05166667 0.24305556
 0.12555556 0.36555556 0.705      0.245      0.24388889 0.13666667]",[8 3 8 3 8 3 8 3 8 3 8 3 8 1 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
38,"[ 0.          0.3675      0.40916667  0.53361111  3.32916667  3.56527778
  3.68805556  3.79222222  3.86277778  3.96666667  4.01944444  4.07694444
  4.13305556  4.1975      4.29777778  4.54972222  4.865       5.02027778
  5.4525      5.98777778  6.45444444  6.57166667  7.40111111  7.56222222
  7.61527778  7.75416667  7.78944444  7.96027778  8.55111111  8.63
  8.7475      8.98833333  9.11833333  9.22694444  9.67138889  9.97583333
 10.11861111 10.19194444]",61,"[0.         0.3675     0.04166667 0.12444444 2.79555556 0.23611111
 0.12277778 0.10416667 0.07055556 0.10388889 0.05277778 0.0575
 0.05611111 0.06444444 0.10027778 0.25194444 0.31527778 0.15527778
 0.43222222 0.53527778 0.46666667 0.11722222 0.82944444 0.16111111
 0.05305556 0.13888889 0.03527778 0.17083333 0.59083333 0.07888889
 0.1175     0.24083333 0.13       0.10861111 0.44444444 0.30444444
 0.14277778 0.07333333]","[5 3 8 3 5 1 6 3 8 3 8 3 8 3 8 0 5 0 5 1 8 3 8 3 8 0 5 0 8 3 8 3 8 3 8 1 6
 1]",10
36,"[0.         0.38805556 0.40944444 0.6275     0.64305556 0.77166667
 0.8175     1.05305556 1.23611111 1.57138889 1.59861111 1.7325
 1.77194444 1.87861111 1.9125     2.12361111 2.15277778 2.35055556
 3.20861111 3.72138889 4.69888889 5.13916667 5.57916667 5.65694444
 5.72527778 6.05583333 6.12333333 6.29138889 6.38222222 6.6025
 6.61944444 7.06972222 7.08805556 7.47194444 7.64027778 8.51083333]",62,"[0.         0.38805556 0.02138889 0.21805556 0.01555556 0.12861111
 0.04583333 0.23555556 0.18305556 0.33527778 0.02722222 0.13388889
 0.03944444 0.10666667 0.03388889 0.21111111 0.02916667 0.19777778
 0.85805556 0.51277778 0.9775     0.44027778 0.44       0.07777778
 0.06833333 0.33055556 0.0675     0.16805556 0.09083333 0.22027778
 0.01694444 0.45027778 0.01833333 0.38388889 0.16833333 0.87055556]",[6 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0],10
38,"[0.         0.14305556 0.41083333 0.43555556 0.66416667 0.72111111
 0.97638889 1.18055556 1.47222222 1.66194444 1.73583333 1.82916667
 1.90583333 2.06138889 2.30638889 2.33111111 2.91444444 3.0025
 3.0825     3.28055556 3.315      3.58027778 3.71305556 3.90277778
 3.9975     4.03305556 4.06166667 4.27555556 4.34       4.395
 4.49638889 5.19472222 5.75638889 6.07666667 6.14916667 6.24027778
 6.25805556 6.36805556]",63,"[0.         0.14305556 0.26777778 0.02472222 0.22861111 0.05694444
 0.25527778 0.20416667 0.29166667 0.18972222 0.07388889 0.09333333
 0.07666667 0.15555556 0.245      0.02472222 0.58333333 0.08805556
 0.08       0.19805556 0.03444444 0.26527778 0.13277778 0.18972222
 0.09472222 0.03555556 0.02861111 0.21388889 0.06444444 0.055
 0.10138889 0.69833333 0.56166667 0.32027778 0.0725     0.09111111
 0.01777778 0.11      ]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 3 8 3 8
 3]",10
36,"[0.         0.27833333 1.42861111 1.56333333 1.58555556 1.66277778
 1.67916667 1.80361111 1.92083333 1.94916667 1.96916667 2.09972222
 2.18222222 2.49055556 2.91222222 3.16361111 3.20888889 3.32972222
 3.35222222 3.50111111 3.5675     3.77555556 3.82944444 4.05944444
 4.30527778 4.5725     4.61916667 4.66666667 5.51222222 5.69972222
 5.90666667 6.08166667 6.23388889 6.37194444 7.24527778 7.5725    ]",64,"[0.         0.27833333 1.15027778 0.13472222 0.02222222 0.07722222
 0.01638889 0.12444444 0.11722222 0.02833333 0.02       0.13055556
 0.0825     0.30833333 0.42166667 0.25138889 0.04527778 0.12083333
 0.0225     0.14888889 0.06638889 0.20805556 0.05388889 0.23
 0.24583333 0.26722222 0.04666667 0.0475     0.84555556 0.1875
 0.20694444 0.175      0.15222222 0.13805556 0.87333333 0.32722222]",[5 0 8 3 8 3 8 3 8 3 8 3 8 0 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0],10
36,"[0.         0.23861111 0.29805556 0.48666667 0.57       0.72861111
 0.93805556 1.11861111 1.15083333 1.2        1.24583333 1.49444444
 1.53277778 1.76083333 1.85972222 2.20638889 3.37333333 3.45555556
 3.52611111 3.58277778 3.64916667 3.73027778 3.77027778 4.07111111
 4.87083333 5.28111111 5.32       5.46055556 5.83944444 5.93305556
 6.05138889 6.4475     6.85944444 7.11555556 7.1875     7.37638889]",65,"[0.         0.23861111 0.05944444 0.18861111 0.08333333 0.15861111
 0.20944444 0.18055556 0.03222222 0.04916667 0.04583333 0.24861111
 0.03833333 0.22805556 0.09888889 0.34666667 1.16694444 0.08222222
 0.07055556 0.05666667 0.06638889 0.08111111 0.04       0.30083333
 0.79972222 0.41027778 0.03888889 0.14055556 0.37888889 0.09361111
 0.11833333 0.39611111 0.41194444 0.25611111 0.07194444 0.18888889]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 3 8 3 8 3 8 3 8 3 8 3],10
38,"[ 0.          0.30888889  0.42027778  0.72555556  0.74722222  0.8
  1.37694444  2.01416667  2.05361111  2.23611111  2.25611111  2.4625
  3.3525      3.74916667  3.91805556  3.99222222  4.12833333  4.25138889
  4.31638889  4.52916667  5.99166667  6.43388889  6.50888889  6.56333333
  7.6075      7.76194444  7.81527778  7.95027778 10.71638889 10.78888889
 10.94083333 10.99555556 11.06444444 11.08833333 11.22111111 11.38
 11.46916667 11.69083333]",66,"[0.         0.30888889 0.11138889 0.30527778 0.02166667 0.05277778
 0.57694444 0.63722222 0.03944444 0.1825     0.02       0.20638889
 0.89       0.39666667 0.16888889 0.07416667 0.13611111 0.12305556
 0.065      0.21277778 1.4625     0.44222222 0.075      0.05444444
 1.04416667 0.15444444 0.05333333 0.135      2.76611111 0.0725
 0.15194444 0.05472222 0.06888889 0.02388889 0.13277778 0.15888889
 0.08916667 0.22166667]","[5 3 8 3 8 3 8 3 8 3 8 3 5 1 8 3 8 3 8 3 8 0 5 0 8 3 8 3 8 3 8 3 8 3 8 3 8
 0]",10
38,"[0.         0.08972222 0.10444444 0.25555556 0.39583333 0.64777778
 0.6925     0.74527778 0.82777778 1.05861111 1.15527778 1.24027778
 1.2475     1.47916667 1.55083333 1.7575     1.77027778 1.86555556
 1.95444444 2.2825     2.29777778 2.39027778 2.41138889 2.54222222
 2.56611111 2.91333333 3.67583333 3.73666667 3.80222222 4.14305556
 4.24416667 4.44027778 4.49583333 4.73333333 4.82361111 5.09444444
 5.17416667 5.50027778]",67,"[0.         0.08972222 0.01472222 0.15111111 0.14027778 0.25194444
 0.04472222 0.05277778 0.0825     0.23083333 0.09666667 0.085
 0.00722222 0.23166667 0.07166667 0.20666667 0.01277778 0.09527778
 0.08888889 0.32805556 0.01527778 0.0925     0.02111111 0.13083333
 0.02388889 0.34722222 0.7625     0.06083333 0.06555556 0.34083333
 0.10111111 0.19611111 0.05555556 0.2375     0.09027778 0.27083333
 0.07972222 0.32611111]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
38,"[0.         0.14944444 0.17472222 0.31777778 0.37027778 0.49222222
 0.50722222 1.01194444 1.07194444 1.32138889 1.35555556 1.50111111
 1.52527778 1.88944444 1.90027778 1.97388889 3.09805556 3.32555556
 3.36777778 3.55166667 4.43333333 4.73916667 4.85416667 4.94972222
 5.01111111 5.09972222 5.14944444 5.27361111 5.38861111 5.50444444
 6.00138889 6.08888889 6.21083333 6.49694444 6.60305556 6.88666667
 7.08666667 7.23444444]",68,"[0.         0.14944444 0.02527778 0.14305556 0.0525     0.12194444
 0.015      0.50472222 0.06       0.24944444 0.03416667 0.14555556
 0.02416667 0.36416667 0.01083333 0.07361111 1.12416667 0.2275
 0.04222222 0.18388889 0.88166667 0.30583333 0.115      0.09555556
 0.06138889 0.08861111 0.04972222 0.12416667 0.115      0.11583333
 0.49694444 0.0875     0.12194444 0.28611111 0.10611111 0.28361111
 0.2        0.14777778]","[8 3 8 3 8 3 8 3 8 3 8 3 8 1 6 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 5
 0]",10
38,"[ 0.          0.16833333  0.39        0.45555556  0.55638889  0.67472222
  0.76305556  0.95694444  1.0475      1.23055556  1.30388889  1.83361111
  3.93861111  4.82833333  6.29222222  6.92361111  7.21777778  7.58277778
  7.6025      7.81361111  7.9425      8.08611111  8.26722222  8.47555556
  8.59055556  8.71472222  8.88722222  9.16055556  9.21361111  9.29666667
  9.31972222  9.55611111  9.58888889  9.71555556  9.80166667  9.92722222
  9.94222222 10.11777778]",69,"[0.         0.16833333 0.22166667 0.06555556 0.10083333 0.11833333
 0.08833333 0.19388889 0.09055556 0.18305556 0.07333333 0.52972222
 2.105      0.88972222 1.46388889 0.63138889 0.29416667 0.365
 0.01972222 0.21111111 0.12888889 0.14361111 0.18111111 0.20833333
 0.115      0.12416667 0.1725     0.27333333 0.05305556 0.08305556
 0.02305556 0.23638889 0.03277778 0.12666667 0.08611111 0.12555556
 0.015      0.17555556]","[6 3 8 3 8 3 8 3 8 3 8 0 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
38,"[0.         0.21694444 0.37361111 0.72833333 0.77694444 0.89027778
 0.9075     1.44777778 1.53833333 1.63444444 1.67222222 2.08083333
 2.15       2.30833333 2.57027778 2.78888889 3.55916667 3.665
 3.75194444 3.95333333 3.99027778 4.24638889 4.25666667 4.30861111
 4.375      4.46222222 4.65416667 4.7925     4.89555556 4.94944444
 4.97027778 5.02222222 5.14888889 5.27055556 5.30166667 5.53194444
 5.65444444 5.99055556]",70,"[0.         0.21694444 0.15666667 0.35472222 0.04861111 0.11333333
 0.01722222 0.54027778 0.09055556 0.09611111 0.03777778 0.40861111
 0.06916667 0.15833333 0.26194444 0.21861111 0.77027778 0.10583333
 0.08694444 0.20138889 0.03694444 0.25611111 0.01027778 0.05194444
 0.06638889 0.08722222 0.19194444 0.13833333 0.10305556 0.05388889
 0.02083333 0.05194444 0.12666667 0.12166667 0.03111111 0.23027778
 0.1225     0.33611111]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 1]",10
36,"[0.         0.15527778 0.57694444 0.81444444 0.88527778 1.07861111
 1.09444444 1.44111111 1.49916667 1.73055556 1.96027778 2.3975
 2.42333333 2.72611111 2.85138889 3.10222222 3.16638889 3.4525
 3.54888889 3.78722222 3.95555556 4.03972222 4.09777778 4.3225
 4.33777778 4.67944444 4.86138889 5.02972222 5.14888889 5.32694444
 5.51138889 5.82027778 6.49722222 6.92555556 7.46388889 7.55166667]",71,"[0.         0.15527778 0.42166667 0.2375     0.07083333 0.19333333
 0.01583333 0.34666667 0.05805556 0.23138889 0.22972222 0.43722222
 0.02583333 0.30277778 0.12527778 0.25083333 0.06416667 0.28611111
 0.09638889 0.23833333 0.16833333 0.08416667 0.05805556 0.22472222
 0.01527778 0.34166667 0.18194444 0.16833333 0.11916667 0.17805556
 0.18444444 0.30888889 0.67694444 0.42833333 0.53833333 0.08777778]",[5 0 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 3 5 0],10
38,"[0.         0.20972222 0.38083333 0.52583333 0.73305556 0.8
 1.00694444 1.38944444 2.07833333 2.20611111 2.30194444 2.65833333
 3.02888889 3.24388889 3.46916667 3.6475     6.26888889 6.47555556
 6.52055556 6.69194444 6.83       6.9775     7.07611111 7.17361111
 7.32361111 7.49166667 7.57861111 7.95444444 7.96722222 8.13333333
 8.21027778 8.48805556 8.66388889 8.82833333 9.00027778 9.14527778
 9.40388889 9.66333333]",72,"[0.         0.20972222 0.17111111 0.145      0.20722222 0.06694444
 0.20694444 0.3825     0.68888889 0.12777778 0.09583333 0.35638889
 0.37055556 0.215      0.22527778 0.17833333 2.62138889 0.20666667
 0.045      0.17138889 0.13805556 0.1475     0.09861111 0.0975
 0.15       0.16805556 0.08694444 0.37583333 0.01277778 0.16611111
 0.07694444 0.27777778 0.17583333 0.16444444 0.17194444 0.145
 0.25861111 0.25944444]","[8 1 6 1 6 1 6 1 8 3 8 3 8 0 8 0 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
36,"[0.         0.11777778 0.36916667 0.70666667 1.3525     1.50027778
 1.55138889 1.72222222 1.78638889 1.88472222 1.92027778 2.01861111
 2.09083333 2.43388889 2.46555556 2.47861111 2.64777778 2.84027778
 2.93138889 3.09944444 3.20666667 3.29472222 3.30777778 3.40611111
 3.50472222 3.72805556 3.75916667 3.92611111 3.94777778 4.19055556
 4.21916667 4.69722222 5.83277778 6.03833333 6.41722222 6.47027778]",73,"[0.         0.11777778 0.25138889 0.3375     0.64583333 0.14777778
 0.05111111 0.17083333 0.06416667 0.09833333 0.03555556 0.09833333
 0.07222222 0.34305556 0.03166667 0.01305556 0.16916667 0.1925
 0.09111111 0.16805556 0.10722222 0.08805556 0.01305556 0.09833333
 0.09861111 0.22333333 0.03111111 0.16694444 0.02166667 0.24277778
 0.02861111 0.47805556 1.13555556 0.20555556 0.37888889 0.05305556]",[8 3 8 1 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 4 8 0 8 3],10
